,MedInc
1616,8.0074
12416,2.1217
3171,3.4926
10836,5.069
8166,4.4312
3948,3.6296
13822,3.6333
11102,3.7772
12911,6.244
9317,6.994
9683,3.2917
18281,10.5142
1323,2.0
6818,2.9688
1942,4.5568
11726,1.7609
20396,6.4823
10215,3.4338
19211,3.0444
4137,4.21
3586,3.0321
15076,4.2386
7476,2.5185
17953,6.3716
7693,3.1830000000000003
7797,4.6406
19848,2.6648
10395,4.8906
16476,1.75
3522,4.869
13285,4.0375
11863,3.5962
16234,3.6667
13164,4.1875
18895,4.2902
20515,2.9375
13256,6.5587
5781,6.9408
3535,8.1356
6006,2.63
16328,4.3008
10039,3.2337
7327,2.4049
9241,4.3625
18954,3.3839
12103,1.9531
14797,2.3253
14295,2.7083
587,4.65
18617,3.8854
14272,1.1681
15180,5.3074
14154,3.5446
1160,2.9688
14488,7.2821
6177,3.6625
4597,1.3
8397,4.1635
12846,3.1786
16415,3.1719
17007,5.0081
3896,4.5125
7843,2.7292
15595,2.5795
16920,3.1111
9597,3.48
816,4.2857
4745,2.8841
17208,2.6014
15478,3.5839
1710,4.2348
347,1.9821
13532,4.6312
16762,5.0659
15463,4.0
14059,2.693
7389,1.8661
6853,3.6364
6568,4.1518
17078,3.4427
18798,3.0299
2023,1.3047
11934,4.0156
15196,6.5706
11686,4.2422
9876,2.4864
9944,4.0337
9713,3.9219
7583,2.7426
14419,1.7273
8784,3.5804
15803,4.05
16255,1.5329
2784,4.1576
10376,10.1531
15814,3.5052
4512,2.1071
8505,3.7375
2210,3.6563
2456,2.1908
9573,3.2955
4258,4.3571
12046,2.5656
17676,3.6953
1019,4.8571
5118,1.6652
4152,2.5139
4146,4.0052
7103,5.1377
17572,3.5256
8721,5.1984
11467,3.0625
13760,6.3308
13752,6.0701
1143,1.6948
5129,1.3042
11164,4.5294
11886,1.685
13345,2.1944
5763,4.3438
1311,4.6029
15829,4.0625
13725,2.189
672,4.4375
17298,5.2039
14490,6.7587
8435,5.5255
14711,4.625
15228,5.9289
20190,6.1885
14936,5.7358
20502,2.9821
1074,3.0253
6283,3.8581
11800,3.1691
4780,2.0259
282,7.0712
772,4.275
8526,5.1874
9408,6.1275
12253,1.9476
9183,5.8602
5477,4.45
6044,2.1141
4548,7.5752
2639,2.178
2937,1.2232
3745,4.2989
10610,4.0187
18825,2.234
2881,1.4024
19270,3.6292
19290,2.9625
12135,4.0467
1165,1.1607
12314,3.0694
11265,4.1115
1614,7.6202
15267,4.7333
5024,2.1875
6151,3.1621
8617,7.521
2193,3.2813
3490,5.5931
16951,6.6959
18987,3.2396
15597,2.1949
15981,4.5352
19467,4.7159
20588,2.0474
9136,10.0285
7861,3.3375
5919,2.5147
9336,5.0766
16229,3.5703
17886,4.5062
14129,1.6789
18004,6.4631
9900,3.3021
607,3.3478
3125,1.625
16843,4.7625
286,3.4205
15545,4.9844
15655,1.5156
18586,3.7863
19293,3.1217
8350,5.5176
13578,1.8281
14384,4.0862
16864,4.0238
19326,2.6316
8306,3.9934
11495,7.7854
3180,3.1667
6482,3.4286
4601,1.8304
19778,2.1759
11519,9.8346
11876,3.6415
19060,2.7457
13474,3.7348
20476,4.8717
11559,4.0194
18594,3.6474
3868,4.475
16414,2.625
4784,3.0132
3024,2.5313
15378,4.5
9261,1.8973
3575,8.3841
11426,4.4148
10984,2.8261
3665,3.5521
4987,1.933
16072,3.7562
1122,2.0882
3551,6.1288
16444,2.8942
18019,6.0235
4733,3.0833
6570,5.4727
11561,1.9439
17290,5.622999999999999
15580,4.6518
4992,2.2339
17621,3.9265
6788,4.4306
13445,3.3553
11075,4.9917
13325,2.3636
10497,4.0388
18519,5.3972
4263,1.3157
20088,2.5562
13783,1.5203
4520,1.0333
7744,3.9352
5629,2.9571
11817,4.8214
15050,3.6445
14516,2.8728
2727,1.275
539,1.9427
14407,4.0313
11452,5.5105
6262,4.7955
6943,3.6033
3781,5.1169
1764,3.0313
2222,7.2909
19304,5.0323
7688,4.5694
18548,1.6642
16348,4.1739
18946,6.6779
10972,4.2798
1158,4.5156
1176,1.0585
2667,2.101
14141,1.8103
1162,2.334
15907,4.2212
94,1.8477
9560,3.0911
3816,3.1667
9798,5.7248
6039,2.2596
12403,2.7667
14038,2.7852
998,5.4324
2538,0.957
17244,2.3681
4133,2.7098
6128,3.0417
12575,3.4083
1087,1.6827
20051,1.7372
4,3.8462
13389,3.5186
12840,2.7179
8471,4.2083
18165,5.8779
8796,10.06
13139,4.9516
17624,5.2
14912,3.8615
15504,6.617000000000001
24,2.6
6494,4.275
2243,3.2143
19837,2.25
1170,1.6389
10263,5.6549
18753,1.7422
7577,2.1211
743,3.0917
20365,6.3522
9537,2.2071
14515,4.3598
5888,4.2679
10343,8.4112
21,1.7135
14504,3.35
3146,4.625
6377,3.6
2848,3.5524
255,2.3309
9350,3.5055
19668,3.375
17877,4.0655
11573,3.4327
9106,2.1413
4686,3.3594
14511,4.9464
15386,3.8438
1718,2.6167
19691,2.5469
2158,3.15
4312,3.6953
7965,2.7045
20164,2.4595
3925,4.8264
1224,2.6417
8309,5.1508
9072,2.0182
7600,2.6812
7552,3.0134
14037,2.4828
19055,3.0288
1366,1.8523
5946,4.9091
10833,5.01
13204,4.3264
16299,2.4097
9161,4.4107
4568,1.5854
5806,2.2614
14169,3.2188
6462,4.3523
8406,3.4063
7023,3.5268
14661,3.7237
14633,5.0958
17173,10.6868
4675,4.1328
13154,4.2333
5723,8.1132
3719,3.338
1326,3.3371
12275,2.4322
4967,1.0539
3372,4.008
18501,15.0001
3018,2.6389
16508,3.3578
14754,2.875
3430,3.2583
1583,13.4883
5328,2.7679
4500,1.9271
7807,3.099
14595,4.6875
3889,4.4271
15732,2.943
3304,2.3083
19589,3.6629
16329,5.1202
15510,5.1842
1888,2.0708
11345,4.0313
18478,4.9028
7757,4.9375
17183,8.2364
12132,4.0938
3307,1.2029
19116,3.1711
2531,2.8333
3046,2.4044
563,4.9489
762,3.6818
20531,5.9629
1006,3.7212
8491,3.6
17178,6.7606
487,2.9405
15171,2.6048
8761,5.9907
7128,3.2622
10737,4.8
16610,2.8110000000000004
13289,2.2244
14291,3.6058
14216,3.9922
2073,1.976
2223,5.2809
16309,3.2872
10025,3.3603
2850,3.6734
164,2.9345
1028,2.5208
2773,1.8958
19168,1.439
7488,3.4539
19262,3.875
2777,1.7727
17949,5.791
8600,6.02
4437,2.5343
10665,7.79
9536,2.8519
3276,3.7667
6268,3.3409
199,2.6429
4104,4.3333
15752,3.6186
19631,5.3168
20512,1.2292
7453,4.3667
11430,5.8541
4799,2.1324
14662,4.5568
2330,1.9483
19698,4.2792
11491,4.625
13848,3.9792
12906,3.9063
5483,4.337
3428,3.225
13574,3.125
7421,3.055
19407,3.25
10718,4.1103
7709,6.8564
4628,1.6987
19569,3.5331
10909,4.125
1825,2.675
13308,3.0199
1523,5.0499
6427,3.2857
6441,2.7857
1763,3.6719
7950,4.8942
17309,3.6969
4730,3.2813
16334,5.5427
996,9.1531
19119,4.3056
16593,5.9934
18345,4.0686
16379,2.5473
14197,3.25
15227,6.4027
12947,4.8661
17379,4.2125
14238,1.5
14453,2.9306
14542,4.5221
2600,1.4911
7401,2.0655
18711,2.6792
7803,4.4167
17934,3.6118
8230,1.5076
10411,6.2464
19687,1.8208
4498,1.3846
16300,1.8958
6051,3.125
6536,2.6288
18889,2.5969
19196,3.2845
3261,4.35
12861,2.2402
2638,1.5625
4477,2.6842
8092,3.6086
8776,4.0536
1681,4.3173
10928,3.425
20342,5.0145
13014,5.6902
3514,4.6591
9330,6.1359
6776,6.0199
6573,4.25
5761,3.6974
5462,2.5938
19209,2.314
18495,2.0625
18572,1.6875
9532,2.3043
15651,1.3668
2984,1.5625
4550,2.5313
11982,4.9886
18315,5.485
14174,2.2308
707,5.1701
19052,2.625
14762,1.2667
16203,1.7039
2591,2.4321
5945,6.1049
8878,15.0001
10904,2.9271
20398,5.5845
5233,1.7212
10006,3.8417
10209,5.3649
15525,2.25
9308,5.5083
12694,7.143
3168,2.0174
18547,1.1552
1730,3.7562
7310,2.4516
10925,4.0231
20418,6.7805
5752,7.8383
13005,3.75
17721,6.6813
6265,3.7708
6626,3.3068
14631,5.5413
17712,5.2088
5938,3.8365
8754,6.1359
19457,3.3844
16123,2.7431
16126,2.8125
14611,3.8542
406,6.9414
10913,2.6385
18590,5.1412
9788,5.3245
9196,2.9449
15303,2.3182
8162,3.7321
2681,1.5372
10954,3.4345
1399,6.0859
12600,2.1975
2229,5.3886
12360,4.6855
1147,1.4896
3704,2.6696
11776,2.1366
6411,5.4555
16468,2.5587
17418,3.071
9171,3.775
2364,4.5375
1360,3.3661
13268,3.6667
13348,4.1779
17656,4.2614
17477,3.8056
1968,4.0709
8222,5.0
357,6.0749
19611,2.1833
1661,7.5695
16489,4.8125
8624,5.0602
3940,5.0462
15619,3.2356
13939,3.7708
14195,3.2986
5191,1.5256
8647,5.0976
7822,3.0
13506,1.3417
10203,2.8438
17707,4.1165
4778,2.628
7852,2.52
4975,1.432
3658,4.0167
15828,3.575
9097,5.0839
10613,5.7759
11141,3.75
6310,5.065
12724,4.775
10705,2.5685
15438,3.5109
13026,4.1071
7543,1.9583
14097,1.6896
7776,4.2132
20134,1.5781
3501,2.6193
8641,5.9683
13771,4.1361
3821,2.8646
1672,5.6022
9292,4.3182
1482,1.837
3905,4.1304
13662,3.9024
0,8.3252
3246,2.4688
14006,5.392
16082,5.1681
18284,7.5655
7307,2.551
15469,2.6487
925,5.3813
20147,2.7593
7013,4.8929
6489,3.8085
5799,5.6921
19673,3.8958
15942,4.0071
4510,2.1806
16947,5.0774
13048,3.1711
8011,4.3661
8658,5.7128
5174,2.3365
1344,3.5129
14589,4.3317
10432,3.3155
10932,4.7639
13773,7.2708
16688,2.2625
3405,6.837999999999999
1445,6.2135
14874,2.1955
3247,1.875
10079,3.1842
12123,3.1042
18279,7.7068
15244,4.7841
754,6.0501
13193,3.8586
11777,2.7188
17542,2.4196
19530,3.1397
20216,4.8824
17494,9.6885
8390,2.7464
16297,1.9875
10406,5.1589
20027,3.0234
8640,5.2276
17009,3.0278
1417,3.2
8923,1.9722
18104,5.3508
12856,2.555
11549,6.0609
19440,4.9904
20011,2.1477
5109,1.528
9707,2.8924
18583,4.3906
2983,3.0486
9700,2.5329
4573,1.9818
17308,4.2059
2291,2.8994
10607,6.0634
378,2.2917
163,3.225
20454,4.5833
16301,5.3224
2244,4.3315
3714,3.0395
8659,4.425
7356,2.4432
12016,3.2857
6992,4.2917
14852,3.375
4151,3.6845
1979,4.625
19285,2.6667
2967,5.1036
12369,6.1437
6096,3.8571
9285,4.1705
6841,2.2261
9853,3.1364
13983,2.6587
16211,3.6094
5430,3.4269
15954,4.3846
2837,3.7708
15548,2.5284
13064,3.6897
1462,3.7
5994,3.7958
6574,3.8203
20613,1.4958
3195,2.8281
3325,1.8692
12608,3.7414
16484,3.6528
19760,2.4375
19040,3.3438
15136,4.6674
18496,2.5387
8710,5.6426
4662,1.721
13311,4.7147
6209,3.9808
19454,4.2823
2598,1.0486
19618,3.1645
15376,1.995
3840,2.2326
7410,1.7778
9128,4.2329
15195,7.7517
15218,6.0175
17443,4.9237
10573,6.5069
3949,5.4527
3997,3.8819
8479,4.9615
7235,2.3929
8361,2.3
11422,5.6825
15558,2.4122
1569,7.9393
17790,4.4167
17091,3.3015
13634,3.233
20533,4.2432
19531,2.1458
19213,3.455
905,3.9444
3212,1.8529
2573,2.5536
7301,2.6673
8263,3.0153
7260,2.6364
11569,5.422000000000001
10865,3.1742
830,4.6458
1932,4.7276
5838,2.5267
10478,3.475
10344,6.2177
7248,2.2042
19248,3.0714
7445,4.7708
7282,1.7378
6946,3.6196
8798,8.0957
10551,8.6088
10614,8.283999999999999
19261,2.6576
19499,2.6722
3653,4.2656
11888,2.5804
13379,5.5198
5833,3.9866
20301,1.4773
14960,5.9202
20293,3.6546
7438,3.0833
12410,3.775
5695,4.6852
4123,5.5456
2742,5.7843
3007,3.125
16719,3.225
6601,3.3125
11804,2.9866
17714,4.9318
14108,2.0893
19637,2.9844
768,4.3897
6480,2.8333
4391,1.7016
9373,3.875
3014,4.5724
19894,1.3444
9175,3.227
7802,4.325
11407,4.5962
6280,4.1118
17267,4.7411
59,2.5625
5081,3.0455
3503,3.3603
16782,5.3311
8016,5.5767
20504,7.355
17203,4.5278
12564,3.15
6761,2.5663
10604,7.2025
12435,2.2679
17485,4.875
14703,5.1782
1292,3.5179
11770,4.3897
3184,2.1681
11593,5.7705
12838,3.3125
4182,4.6528
18801,3.15
12921,5.078
157,6.0302
8638,7.0842
10387,5.132999999999999
17979,3.1458
19297,4.1731
3594,5.0232
147,3.2632
1978,3.5667
6187,4.25
9923,3.285
12828,3.9853
9422,4.1792
174,2.2697
11001,9.3845
17492,5.1271
3746,6.3703
12641,2.4741
5613,2.7143
9705,3.2355
5898,3.1551
11862,2.625
16532,2.7321
5645,3.5056
13934,1.9265
11731,2.8155
8314,2.1579
5657,5.249
12725,2.7788
7317,2.0
14467,10.7751
15203,6.0857
17533,1.6708
6257,4.6364
3053,2.3934
304,2.8125
8236,4.6629
10791,5.2416
18984,6.0842
10504,3.8403
3389,4.1302
10244,6.9113
19289,2.785
7509,1.1705
16932,2.8571
1800,1.125
14250,1.6944
19520,2.7538
10362,3.7361
5315,7.4219
19359,3.5156
11857,2.2132
5076,2.2138
8079,5.2606
933,5.1321
2766,2.8684
10319,8.3931
9529,2.7171
14401,2.375
9339,7.7006
9081,4.875
13402,0.8926
4534,2.6573
48,0.9506
2610,2.6923
12579,1.8689
2944,3.2738
17346,4.7813
15667,5.0376
15137,4.105
4773,1.6581
4832,2.0405
11033,3.75
20094,2.125
17114,5.397
10920,3.0824
12874,2.2339
13893,1.6063
3935,5.8798
4105,4.2415
10220,3.0263
20427,8.6499
19024,4.0433
4416,1.7945
8606,3.4208
225,5.1184
6694,5.3377
14347,3.175
16498,2.883
14975,4.0444
14069,2.4297
9800,5.5164
9805,3.275
1078,2.125
5104,3.2708
8706,5.399
12616,6.5253
2516,3.0469
13734,3.8816
654,3.1682
14776,3.2687
14025,3.0445
4833,1.78
10436,2.3545
7565,2.0357
20347,4.2917
19743,3.1908
9266,3.0234
20325,4.5833
577,7.0568
4466,3.375
135,8.401
5422,4.5278
3691,3.025
20410,6.1949
7602,3.5687
14942,3.1771
10136,3.8333
6618,3.4777
12295,2.0976
10802,5.2333
759,2.5625
17452,4.4595
14978,3.8904
8225,1.7064
1550,6.8806
4403,1.9722
14350,2.2982
1468,5.5872
2464,2.0216
20149,4.075
8210,1.2746
16393,5.5376
5245,7.9835
15326,2.9716
10528,7.3878
1762,4.0526
17955,5.273
16154,3.5865
14837,2.0156
19098,4.0341
12582,2.5898
18136,5.1674
2009,1.6435
4609,1.6806
3909,4.9102
6581,7.8375
19389,1.625
5832,4.9886
1343,4.0972
13944,5.7421
18251,3.5909
8725,5.6013
13672,6.1986
7441,3.7361
283,5.9849
15775,3.575
20284,2.9118
19019,2.7434
19617,3.0
8813,6.287000000000001
11100,6.0488
1670,2.5517
8318,2.6042
19601,2.6406
5099,2.7917
16354,3.7413
17371,4.0125
1951,2.8807
4476,3.375
3564,4.6944
5566,2.7368
16958,5.9539
4196,3.3389
5842,3.0625
9742,5.2203
1759,3.5848
12450,1.6509
15535,4.9005
12422,2.444
9603,1.3125
7927,4.7917
17180,6.1896
15205,5.1998
19347,4.0294
7399,2.5729
9843,3.0625
12839,3.625
19898,2.6875
15044,7.5
11875,3.3622
1082,0.987
13632,2.0461
8993,5.0514
15065,1.8357
15109,4.4347
20343,5.2742
3298,1.75
61,6.1183
20101,3.375
2616,2.5893
2111,1.7994
4958,2.3942
11917,2.9583
3894,4.3571
6065,7.0329
4553,1.1979
6827,3.3966
19600,3.1125
10703,3.5521
12960,3.5769
20253,4.5
10789,3.5161
13087,4.4602
12581,2.5574
5311,5.3777
14318,1.9338
2008,1.8967
3968,5.1463
5015,2.4583
18965,2.9576
11623,4.055
7588,2.4706
15064,2.6324
20082,3.2875
2935,1.2617
16222,5.8995
7631,3.5094
4492,10.2264
13956,2.712
7371,2.6384
14306,1.5594
8855,4.4896
18812,2.3393
18737,1.9
6970,5.1985
10773,6.632000000000001
17907,3.5199
3214,1.8606
13807,1.6515
3881,4.8646
7252,2.4219
10460,6.3369
7454,3.1528
7402,0.9166
5897,4.3173
16980,4.7917
13465,2.3456
1579,7.3732
1163,2.0357
4194,4.5089
14713,5.7416
3485,8.1125
18983,3.1979
7932,4.0542
12978,3.5444
5701,5.5362
20270,1.5625
12635,2.6382
9415,4.5398
18882,2.75
6873,2.5
16943,3.25
10807,4.4211
12102,5.2713
10183,3.3516
19806,0.8362
16398,2.3333
10644,10.9601
9105,1.9722
14791,2.5988
11016,6.2944
8362,2.0057
18978,4.6779
9496,3.1071
9469,2.7813
5010,2.4934
3758,2.9228
18015,5.5151
3903,5.3028
14979,3.725
10122,2.1944
16723,3.3438
1035,2.5476
317,1.4097
8272,2.9384
11482,3.8365
6397,4.645
5391,3.7206
16392,6.1805
12171,3.1319
121,4.9643
16686,2.5792
9676,3.2431
16298,2.625
12440,2.375
9759,2.8775
7670,3.622
268,4.3125
7759,4.475
27,1.808
5157,2.1437
2949,2.2155
19303,4.5132
10171,3.8068
16310,5.318
16226,3.3235
19194,3.5521
18891,4.0
251,1.7546
15781,2.6083
6740,5.6152
4782,2.1046
18657,3.0777
1211,2.3654
11529,1.9074
4915,1.7052
12749,1.6678
4739,3.238
2388,3.332
1337,4.8542
4874,0.9234
1065,2.2833
795,3.142
2859,7.7751
2659,2.0962
18364,8.6196
7975,3.9469
2030,2.1304
8470,4.2596
11014,6.5308
5132,1.2315
13043,6.8869
1927,4.7083
9284,6.7232
16583,4.6173
16030,4.2167
2994,1.2
18353,10.7355
10921,3.7147
153,4.7708
8549,4.4
16025,4.7813
422,6.7138
10051,3.2813
3830,6.1142
15262,4.87
13642,1.0469
10566,3.2229
200,3.0257
2096,1.2545
4478,3.4952
17901,5.0942
8432,2.8958
2367,2.5741
9655,2.0595
20598,1.9122
2566,3.8
8915,2.2794
16251,2.5
18493,4.4233
11116,4.0724
1454,5.2145
12439,2.2141
19426,3.3438
7542,2.0817
18465,4.7386
2015,2.0043
19763,2.25
1972,3.9812
9951,2.5685
16302,3.675
3064,1.8843
10053,3.2303
12952,3.575
3895,3.225
20300,3.1989
20128,4.6607
3111,2.1458
8109,1.8109
18122,4.6613
14087,3.5481
528,3.4531
5086,2.2411
16705,4.3611
15134,2.8875
18990,4.6719
783,3.4861
8141,4.6875
4331,2.4196
13327,2.5391
8820,1.6081
5424,3.6488
11088,4.8906
15297,3.975
14072,2.2409
12699,2.6442
14051,2.1563
856,5.7579
8545,3.9844
3731,4.7171
6584,8.4802
18998,3.6036
5954,2.588
19018,3.89
342,2.1731
18042,8.492
1036,3.9107
12842,2.5062
10493,6.1815
5447,3.099
6846,2.3224
5550,4.6923
3682,1.0
1865,2.0202
20457,4.5458
13694,1.645
3132,2.875
15777,1.1185
11520,15.0001
1652,6.6134
3120,5.0762
4393,2.7179
17773,3.7198
13083,2.7679
11379,5.0287
8550,3.2594
10138,3.5403
312,2.0469
8410,2.3375
11981,4.2099
2373,3.1442
20185,5.9181
6733,7.8347
18531,2.7125
7080,5.1738
19354,4.6953
20323,2.4643
20383,4.675
3979,4.1154
20367,8.0428
3439,2.9219
13167,4.76
5609,2.9375
18833,2.4107
18704,3.5347
18530,2.5954
15188,4.5
15687,3.8068
20559,4.7222
10876,4.5726
5992,4.2639
1429,3.6042
17551,2.5947
1373,4.2042
2869,1.8523
18286,8.1064
3976,6.4044
10325,4.3269
9094,3.3173
8313,5.3046
18869,3.4559
13795,1.7567
3193,2.2721
7879,4.6713
1858,2.1829
13436,2.3682
5691,6.01
10441,4.0076
18306,7.313
6614,4.7241
6149,4.0
14551,6.4321
11039,8.3637
6040,2.8929
7297,2.6818
7539,3.6607
20095,3.5
937,4.8214
6658,3.0119
8174,5.587000000000001
2811,1.6286
18101,5.154
9647,5.3988
20070,2.4191
15058,6.7685
262,2.5401
12413,3.3107
2568,3.0216
11797,2.7083
16996,6.9635
13378,6.5138
492,1.7652
13836,3.4875
7220,1.7981
2775,0.8964
9592,3.6471
4373,4.7132
14235,5.0829
18158,5.2319
8441,4.3333
7899,5.4089
4891,2.1957
14772,2.7361
2879,1.8819
2500,1.9056
18338,6.1655
8809,9.8091
15219,4.988
972,7.4353
10232,1.7935
1859,2.275
11651,6.1737
2711,2.0938
9090,4.9
2394,3.3269
4595,1.6355
7559,2.7813
16590,3.1319
19254,3.0147
17462,4.4777
4544,2.3575
10967,4.8
19573,3.7041
20394,6.2423
12741,3.8882
10396,3.7609
18614,3.8625
3285,2.6181
15230,11.0911
2943,1.5743
13868,5.0198
2181,3.6204
3269,2.8906
5750,5.5658
13015,3.2321
19829,2.6906
3067,1.6786
8073,4.1301
13992,3.9934
9096,4.3456
19619,3.4464
8204,1.9808
13613,3.0
12142,4.0833
2959,2.5644
11301,3.045
10403,6.8588
17242,3.1625
13249,2.5868
12617,5.7621
15318,3.2917
16591,5.3321
6906,4.3646
890,6.629
18706,3.6923
18468,7.8601
930,4.4357
6367,5.532
14032,3.0259
6519,2.3236
12384,3.5569
13347,2.4716
13385,4.7193
822,3.3611
12198,3.5125
11859,1.5774
15518,3.5462
7624,5.542000000000001
11891,2.025
14298,1.758
1329,4.1947
3139,3.0184
9044,2.75
16180,1.1094
20552,3.4331
10976,4.0214
19318,2.0556
19173,3.5885
15336,3.7568
5690,5.3473
20032,2.4167
1987,1.372
2255,3.125
18275,5.4659
5664,1.9167
9851,2.5164
2541,1.585
4036,5.17
9610,1.75
7064,3.4861
15618,4.9211
1696,6.1576
7698,4.4125
3361,2.2661
1328,3.1389
3626,4.4688
13830,4.6914
89,1.2434
11183,3.4
4388,2.3913
13875,2.7917
766,3.0489
10870,3.6875
16087,3.1359
13852,3.0181
8402,2.3125
12658,2.214
5663,2.1935
247,2.8015
15486,4.1053
3924,4.433
13535,4.0156
7051,3.1513
3972,3.3125
1411,5.0761
7685,3.1607
19677,5.3946
11416,7.8195
8329,1.7244
8148,7.6084
14593,4.2708
19900,1.2012
12055,2.3036
17992,3.4505
3702,2.8784
15770,6.8939
14015,3.0726
14193,4.112
3735,3.6007
5495,5.8083
3235,2.3889
14572,3.8529
9816,4.0313
1391,5.6931
20217,5.2261
15360,2.5729
8232,2.2344
3842,2.1977
11882,2.1151
3689,2.8333
17082,4.2083
17974,7.0469
9305,3.9265
13853,2.1111
4090,4.3214
17321,3.0185
18263,5.2971
7394,0.9751
15668,4.5523
18676,5.3276
4039,8.7172
16200,1.8261
8999,4.2917
19249,2.6607
7350,2.3929
11429,5.6765
874,4.8962
12991,4.2464
2237,4.2304
10082,4.5882
17776,3.5625
10155,13.1107
20619,2.7303
11299,3.9018
9431,3.1429
19352,2.9792
7544,1.4091
8049,4.1023
11074,2.8235
2048,0.6991
8394,3.6583
5846,3.0687
17160,10.0481
2494,1.5536
8155,5.2155
3268,4.0
18799,2.225
14698,3.1964
2922,2.5062
1255,2.4559
1436,4.317
16553,5.1047
5766,5.0056
2497,2.5
4667,1.5972
16665,4.6071
18681,2.1719
13728,2.4943
5500,3.725
6497,2.3333
16094,3.9464
4238,4.15
2604,2.4708
16032,4.475
10420,6.1557
8380,3.7237
2818,2.0331
19878,3.5296
20307,2.6098
7340,2.1743
7907,6.3093
9774,2.3
19042,3.9309
13630,3.75
18772,1.9943
3708,2.1
13572,2.3947
20188,6.0661
107,3.1691
2756,1.5931
20319,3.65
16835,2.2375
9153,6.0398
590,5.2855
2256,3.4074
13184,7.5839
17405,2.2538
330,2.455
2802,2.5703
2038,1.5449
8829,2.6136
4633,1.7365
13521,5.2072
18511,3.5562
10241,3.6946
8427,3.6167
20503,8.2787
18383,4.5417
11209,2.4931
10145,4.3103
13576,2.3438
12977,4.0417
18846,3.125
16067,4.7703
16938,10.0743
6973,2.625
226,4.0977
7939,4.2
10514,4.538
9478,2.9183
9977,4.2096
13456,4.9444
20605,1.8355
9357,4.3083
17523,2.894
3208,1.8385
5955,3.4107
1247,2.25
12093,4.4875
11761,5.3451
4456,2.6226
8161,5.1795
17757,5.2297
842,4.825
10064,2.6341
19221,3.9261
9909,3.455
18729,2.6513
9595,5.2662
13649,2.1125
11671,5.1775
18566,2.6506
10575,7.5619
6140,3.2
1620,7.202999999999999
20575,3.75
19517,1.9013
8626,6.077000000000001
11583,7.1572
9253,2.4196
12029,3.0122
13831,5.5875
10842,3.512
716,2.4042
3845,3.0877
6466,4.6211
7714,5.0526
4061,4.1727
6770,7.4111
11997,4.4762
15861,3.7051
1937,3.225
17355,5.0113
18839,2.5357
12777,1.8611
15547,4.7566
5210,1.5114
20235,3.1757
7779,3.1957
8469,3.8173
8858,3.8088
20210,6.9483
8648,5.3816
5906,1.7062
7522,1.4688
15721,4.0
6780,3.4559
19794,1.7875
16519,1.4853
931,4.9464
5416,4.0429
16267,2.4866
7300,2.1468
5324,4.8618
15355,3.6301
2107,1.2065
14262,1.1818
2754,1.4828
4077,9.042
12239,4.0433
11594,6.0553
10806,5.6637
4908,2.1776
9523,3.8333
2833,1.3527
4346,8.5136
13648,2.1139
2033,1.4419
4653,8.3617
18245,3.2083
12290,3.0432
8084,2.5833
17880,3.6619
15145,5.3008
16695,2.7128
2982,2.7083
19780,3.631
18020,6.0957
19680,1.8849
10393,8.0409
18865,3.1848
9938,4.9167
6923,3.9091
20496,4.4964
19552,2.4792
3461,4.26
10875,3.6618
15097,3.2411
2758,1.1311
6490,3.4609
6592,15.0001
8060,2.4844
4978,1.2347
17446,4.4628
20352,4.0208
7534,2.0804
11550,3.8158
14309,1.6953
6847,4.1902
10383,3.4115
19067,5.7984
3610,4.7228
8851,15.0001
6003,6.0434
7422,2.9773
7881,2.5057
17538,2.925
18809,3.0179
16013,5.6787
7808,4.4934
14741,3.8529
6535,3.7279
16281,1.8814
16685,3.4509
3223,2.5833
15844,5.0196
4542,1.4115
5555,3.9792
19669,2.7243
16152,3.8899
20071,2.3571
5817,4.0272
19610,3.7045
1657,5.2798
19984,1.0714
8194,4.375
5947,6.2089
5213,0.4999
946,5.1437
14807,5.1009
11347,3.9613
18901,1.7411
13792,3.5167
11478,6.7418
16825,3.525
16618,2.7043
17853,5.3994
14501,3.045
10055,2.4283
10373,7.5426
6297,5.0704
8664,6.0382
990,7.3588
8339,4.9464
14731,4.0656
1141,1.9766
8067,5.0052
9309,4.8993
5455,4.2813
5660,4.2059
6856,6.1509
12223,5.3623
2370,2.6823
2498,1.9417
596,5.2497
9325,5.2818
360,5.37
2864,3.3462
5398,5.2099
18349,4.0972
689,2.679
11538,4.525
5419,3.9091
14139,2.5583
2475,2.1771
3347,3.6641
16277,1.7574
18828,1.8242
5141,1.0208
19633,2.2679
18470,6.1684
13664,5.7393
19473,2.166
17397,1.8625
4546,1.625
6668,3.0417
10130,5.9177
9167,6.3277
13433,2.7757
9345,4.625
9493,3.25
3000,4.1484
15479,5.6874
11931,3.7109
10230,3.3438
7521,1.9038
7701,4.6992
16091,3.2321
13763,1.3906
823,2.8971
8663,5.1626
5791,2.6268
4497,1.6122
10462,5.6754
7806,4.0926
9458,2.2429
1939,5.2032
10498,3.4792
15707,2.7165
11457,2.8352
4116,12.7823
8051,2.9798
15494,4.3672
10905,2.8289
10074,4.3958
12788,1.9107
13660,4.6708
1969,4.0675
1263,3.6411
17691,4.5
2989,1.5357
13466,2.4053
15221,4.3548
63,1.1909999999999998
8128,3.233
7348,2.1181
1324,2.0034
19574,2.9451
11272,3.9798
9667,2.35
4808,3.4306
11160,2.5577
1970,4.0197
19435,0.536
15680,4.0417
3316,3.125
13453,3.5481
11600,5.5767
