,Latitude,Longitude
5786,34.15,-118.24
8184,33.78,-118.1
11466,33.66,-117.99
11030,33.79,-117.84
2997,35.32,-119.03
2322,36.83,-119.71
9000,34.0,-118.34
19452,37.68,-120.94
18029,37.24,-121.91
6350,34.16,-117.95
16185,37.95,-121.3
12715,38.58,-121.39
18237,37.4,-122.11
18673,36.96,-121.88
15818,37.76,-122.42
9583,37.32,-120.5
3716,34.2,-118.41
18720,40.6,-122.37
19403,37.72,-120.93
212,37.79,-122.21
7423,33.96,-118.21
10563,33.72,-117.76
10279,33.89,-117.82
2800,36.0,-116.22
5362,34.03,-118.41
13144,38.26,-121.56
3469,34.3,-118.47
2022,36.72,-119.78
10180,33.87,-117.96
14299,32.71,-117.14
1135,39.74,-121.64
3765,34.18,-118.41
12709,38.59,-121.39
15249,32.98,-117.26
2194,36.8,-120.02
10754,33.6,-117.89
17404,34.94,-120.44
15255,33.04,-117.26
8069,33.83,-118.18
6717,34.13,-118.15
19991,36.2,-119.35
15609,32.73,-116.91
18189,37.37,-122.02
2543,40.79,-124.16
4707,34.06,-118.35
14307,32.71,-117.14
1494,37.94,-122.02
13765,34.07,-117.13
11795,38.85,-121.39
10639,33.69,-117.79
5720,34.22,-118.27
18372,37.24,-121.9
17792,37.36,-121.82
8367,33.98,-118.35
15198,32.9,-117.09
14757,32.55,-117.04
16257,37.97,-121.25
1815,37.91,-122.31
12114,33.94,-117.23
20180,34.32,-119.39
4588,34.05,-118.27
1422,38.0,-122.05
8557,33.93,-118.4
19822,36.44,-119.48
20077,38.04,-120.35
9209,37.19,-119.77
16047,37.71,-122.46
9561,37.36,-120.63
13600,34.16,-117.25
9995,39.14,-121.03
1418,37.99,-122.04
8527,33.89,-118.34
8614,33.87,-118.38
3931,34.21,-118.59
16572,37.74,-121.42
11806,38.92,-121.14
5405,34.03,-118.44
5063,33.99,-118.29
18197,37.39,-122.0
945,37.51,-122.0
12569,38.54,-121.43
11011,33.77,-117.82
1981,38.63,-120.84
10139,33.92,-117.89
10736,33.61,-117.9
6889,34.05,-118.09
4447,34.07,-118.21
8741,33.82,-118.32
9385,37.89,-122.47
7568,33.89,-118.19
11393,33.73,-117.97
15593,33.07,-116.26
15629,37.81,-122.4
11960,33.91,-117.43
11948,33.94,-117.45
15785,37.78,-122.39
4845,34.03,-118.31
2414,36.59,-119.43
15295,33.16,-117.34
2736,32.79,-115.57
18427,37.25,-121.83
5285,34.05,-118.46
10101,33.92,-117.97
2127,36.8,-119.73
198,37.77,-122.23
11630,33.82,-118.03
13341,34.02,-117.66
20212,34.28,-119.22
15417,33.21,-117.27
15951,37.72,-122.44
20076,38.06,-120.4
1949,38.75,-120.86
19406,37.69,-120.97
2072,36.77,-119.84
8879,34.04,-118.5
15400,33.22,-117.22
18109,37.3,-122.0
9501,38.8,-123.59
10661,33.66,-117.81
2098,36.76,-119.77
17993,37.28,-121.95
11154,33.84,-117.99
20617,39.06,-121.53
19826,36.54,-119.48
11424,33.71,-117.97
19773,39.97,-122.14
14080,32.77,-117.12
2292,36.8,-119.76
11673,33.84,-118.03
9660,41.31,-121.18
16787,37.66,-122.47
18607,37.21,-122.09
3332,38.9,-122.6
1320,38.04,-121.9
8720,33.83,-118.35
8086,33.81,-118.2
510,37.82,-122.22
14895,32.61,-117.07
17675,37.33,-121.85
19670,37.51,-120.84
11677,33.86,-118.0
13230,34.15,-117.64
41,37.83,-122.26
6877,34.07,-118.1
387,37.89,-122.29
14206,32.69,-117.06
862,37.58,-121.99
17709,37.33,-121.82
19841,36.43,-119.1
7286,33.98,-118.24
1767,37.95,-122.34
12847,38.69,-121.37
9042,34.69,-118.12
11565,33.75,-117.98
334,37.73,-122.17
15946,37.72,-122.44
455,37.88,-122.26
16734,37.68,-122.4
3891,34.22,-118.56
11958,33.9,-117.4
8072,33.82,-118.17
15791,37.77,-122.42
12557,38.55,-121.47
7160,34.04,-118.16
18157,37.37,-122.06
17859,37.46,-121.9
1023,38.72,-119.93
20008,36.15,-119.06
2434,36.58,-119.62
12187,33.67,-117.31
3309,38.94,-122.63
19536,37.65,-120.93
4885,34.02,-118.26
14623,32.78,-117.17
6206,34.06,-117.9
1128,39.76,-121.61
16651,35.29,-120.66
8593,33.88,-118.37
17089,37.47,-122.22
12813,38.63,-121.49
19862,36.34,-119.31
12908,38.63,-121.29
6683,34.16,-118.09
19091,38.23,-122.61
4556,34.05,-118.25
5318,34.06,-118.42
19137,38.34,-122.73
19375,37.73,-120.86
19941,36.25,-119.46
5709,34.21,-118.23
3299,38.95,-122.62
19817,36.55,-119.29
3410,34.26,-118.32
5625,33.78,-118.27
2443,36.58,-119.63
6047,34.03,-117.73
20310,34.17,-119.14
9103,34.53,-117.96
13377,34.14,-117.58
38,37.83,-122.26
7657,33.83,-118.26
18213,37.38,-122.06
4210,34.1,-118.25
877,37.55,-122.01
8847,34.09,-118.4
16227,37.97,-121.32
19824,36.5,-119.48
8425,33.92,-118.34
13681,34.15,-117.23
17416,34.65,-120.46
9799,36.54,-121.92
7212,34.03,-118.18
17686,37.3,-121.85
4005,34.16,-118.61
17047,37.48,-122.29
3829,34.19,-118.46
2719,32.8,-115.48
5593,33.8,-118.25
10894,33.72,-117.86
5837,34.19,-118.34
3753,34.17,-118.39
4974,34.0,-118.28
4037,34.16,-118.53
19061,38.3,-122.45
5449,34.0,-118.42
12804,38.61,-121.45
8116,33.8,-118.2
19486,37.67,-120.98
9177,34.4,-118.52
5744,34.16,-118.26
10099,33.93,-117.95
3396,34.26,-118.31
13326,34.05,-117.66
16391,38.01,-121.25
4691,34.07,-118.37
18808,40.87,-121.67
8022,33.84,-118.12
6400,34.13,-118.05
8139,33.83,-118.11
14668,32.79,-117.13
12751,38.62,-121.38
8521,33.9,-118.34
13755,34.06,-117.16
1233,38.23,-120.34
1771,37.95,-122.35
11605,33.8,-118.02
11133,33.85,-117.93
7357,33.96,-118.17
6867,34.06,-118.12
7191,34.04,-118.18
6270,34.04,-117.94
19294,38.4,-122.84
18602,37.19,-122.1
16858,37.63,-122.41
1675,38.03,-122.26
19433,37.65,-121.04
19153,38.34,-122.71
5808,34.14,-118.26
3305,38.96,-122.65
19728,38.9,-121.52
11172,33.83,-117.98
7699,33.96,-118.12
19345,38.64,-122.82
8094,33.82,-118.21
5514,33.99,-118.4
13744,34.07,-117.17
1277,37.9,-121.6
1883,38.94,-119.99
2056,36.65,-119.67
16528,37.88,-121.17
1538,37.89,-122.02
1004,37.69,-121.79
2002,36.75,-119.78
5418,34.02,-118.44
19724,38.87,-121.69
13594,34.1,-117.29
18563,36.91,-121.75
11018,33.77,-117.8
10994,33.73,-117.82
4994,33.99,-118.29
16496,37.8,-121.0
4598,34.05,-118.28
12555,38.54,-121.47
13538,34.15,-117.3
11575,33.77,-118.0
19114,38.21,-122.63
4042,34.15,-118.5
19627,37.32,-121.03
10945,33.74,-117.88
3201,36.35,-119.66
859,37.57,-121.97
5918,34.28,-118.44
920,37.52,-121.96
5853,34.17,-118.32
2596,40.91,-124.08
16240,37.99,-121.29
3245,36.1,-119.57
19070,38.27,-122.52
14470,32.84,-117.27
8665,33.84,-118.39
8556,33.92,-118.4
12999,38.67,-121.25
18549,36.96,-122.02
2363,36.77,-119.58
17297,34.41,-119.52
4519,34.04,-118.2
8747,33.82,-118.35
10863,33.71,-117.88
15337,33.19,-117.31
2732,32.8,-115.56
10017,39.24,-121.21
1832,37.91,-122.31
17366,34.95,-120.43
5189,33.94,-118.27
17018,37.52,-122.29
2266,36.79,-119.82
8266,33.77,-118.18
13252,34.12,-117.68
4351,34.1,-118.36
13162,36.86,-121.4
17339,34.87,-120.44
11703,33.88,-117.97
15450,33.17,-117.32
4606,34.07,-118.33
18147,37.35,-122.04
11354,33.75,-117.91
10846,33.67,-117.9
15760,37.77,-122.42
16233,37.97,-121.31
17336,34.88,-120.45
12076,33.87,-117.6
6150,34.09,-117.96
6379,34.17,-118.05
11477,33.72,-118.02
2571,40.76,-124.15
20246,34.27,-119.26
16149,37.77,-122.47
5342,34.04,-118.44
15874,37.75,-122.4
14167,32.77,-117.05
809,37.62,-122.04
6398,34.15,-118.04
12106,33.98,-117.34
20498,34.29,-118.7
7477,33.93,-118.21
9231,37.06,-120.08
20056,35.79,-119.1
11805,38.89,-121.32
19948,36.21,-119.36
19717,39.26,-121.67
3039,35.37,-119.12
16089,37.71,-122.48
2085,36.76,-119.8
4724,34.06,-118.37
6409,34.12,-118.02
10249,33.89,-117.87
5754,34.18,-118.28
9557,37.41,-120.63
6089,34.1,-117.86
3641,34.23,-118.44
13106,38.41,-121.37
9766,36.37,-121.66
8125,33.82,-118.18
896,37.53,-121.96
10847,33.67,-117.91
10910,33.74,-117.85
6902,34.04,-118.14
8299,33.77,-118.14
5680,33.71,-118.29
16318,38.0,-121.33
3549,34.22,-118.63
1902,38.9,-119.98
15393,33.22,-116.9
653,37.71,-122.13
6038,34.07,-117.73
2159,36.77,-119.81
7825,33.91,-118.14
17493,34.43,-119.77
1753,37.96,-122.34
3403,34.26,-118.34
1544,37.73,-121.93
7940,33.86,-118.12
5773,34.15,-118.27
9664,41.79,-120.08
9310,37.98,-122.53
16075,37.74,-122.48
11427,33.69,-117.99
17703,37.31,-121.82
14047,32.76,-117.13
13699,34.12,-117.2
11675,33.85,-117.99
3862,34.16,-118.44
1713,38.01,-122.32
17395,34.96,-120.44
16063,37.75,-122.48
19882,36.33,-119.24
14034,32.74,-117.14
10449,33.46,-117.67
83,37.81,-122.28
9546,37.38,-120.71
17679,37.32,-121.84
5356,34.05,-118.39
13867,34.39,-117.27
1146,39.65,-121.24
14092,32.76,-117.11
15737,37.78,-122.42
3589,34.25,-118.45
2688,32.96,-115.56
11923,33.95,-117.39
12519,38.55,-121.46
12871,38.69,-121.36
9158,34.5,-118.44
1584,37.84,-121.96
12460,33.6,-114.6
13967,34.27,-116.89
12652,38.51,-121.45
15269,33.07,-117.3
18375,37.22,-121.85
8284,33.77,-118.14
11874,34.0,-117.37
17407,34.94,-120.45
5042,33.98,-118.32
3513,34.26,-118.48
10445,33.43,-117.6
9388,37.89,-122.51
5820,34.12,-118.25
11127,33.84,-117.91
8610,33.86,-118.36
13071,38.57,-121.31
5602,33.79,-118.28
3936,34.22,-118.57
15428,33.21,-117.24
15552,33.12,-117.08
16231,37.98,-121.31
10765,33.63,-117.9
12012,33.92,-117.58
18541,36.95,-122.01
19736,40.12,-121.78
2148,36.78,-119.77
6875,34.07,-118.11
573,37.74,-122.27
6620,34.17,-118.12
10848,33.66,-117.91
7069,33.95,-118.02
15390,33.29,-117.0
10588,33.69,-117.77
8157,33.81,-118.12
3151,34.99,-118.61
6871,34.07,-118.09
351,37.76,-122.16
3443,34.25,-118.41
14027,32.76,-117.15
16736,37.69,-122.32
4875,34.03,-118.28
17503,37.36,-121.88
307,37.77,-122.18
14481,32.82,-117.25
8220,33.79,-118.21
339,37.75,-122.18
19228,38.48,-122.66
12885,38.66,-121.35
15225,33.06,-117.26
17627,37.26,-121.93
6410,34.11,-118.02
1393,37.96,-122.1
15193,33.03,-117.04
10442,33.41,-117.59
19988,36.2,-119.32
14925,32.68,-116.98
1459,37.97,-121.98
1452,37.97,-121.97
9463,39.44,-123.73
2343,36.82,-119.69
13618,34.13,-117.27
12689,38.56,-121.41
19986,36.21,-119.32
17743,37.31,-121.77
708,37.68,-122.07
361,37.75,-122.12
2988,35.33,-119.02
16603,35.62,-120.69
4648,34.06,-118.31
5250,34.1,-118.45
13255,34.11,-117.66
12613,38.51,-121.52
19909,36.33,-119.3
4593,34.05,-118.27
18232,37.41,-122.11
638,37.72,-122.15
19025,38.34,-121.99
13412,34.08,-117.48
7139,34.02,-118.12
19556,37.61,-121.0
16370,38.04,-121.3
15515,33.17,-117.1
3482,34.3,-118.45
9251,36.95,-120.09
7571,33.89,-118.21
18686,37.0,-121.76
622,37.73,-122.16
6520,34.06,-118.03
12285,33.86,-116.89
12392,33.74,-116.41
7761,33.91,-118.1
14793,32.57,-117.12
2129,36.8,-119.72
7274,33.98,-118.24
16380,38.03,-121.3
3255,35.99,-120.12
14397,32.75,-117.25
12014,33.93,-117.59
20265,34.21,-119.19
9344,37.99,-122.57
19265,38.44,-122.73
15920,37.73,-122.43
3417,34.28,-118.42
18898,38.11,-122.25
7921,33.86,-118.08
14024,32.76,-117.15
2969,35.34,-119.08
19634,37.52,-120.89
5704,34.23,-118.26
18077,37.28,-122.02
974,37.66,-121.87
13165,36.84,-121.37
6363,34.13,-117.98
5630,33.76,-118.3
7047,33.95,-118.05
18853,41.38,-122.28
3341,38.76,-122.68
8816,33.75,-118.32
11514,33.72,-118.07
12034,33.94,-117.46
10948,33.75,-117.87
8264,33.77,-118.18
17312,34.77,-119.72
17164,37.37,-122.22
18295,37.4,-122.12
6529,34.06,-118.06
10300,33.93,-117.83
2991,35.3,-118.99
2356,36.85,-119.64
5522,33.96,-118.39
16431,38.15,-121.32
8514,33.9,-118.32
6322,33.99,-117.98
19129,38.24,-122.67
395,37.88,-122.34
19291,38.42,-122.86
10769,33.66,-117.89
9313,37.98,-122.51
4441,34.09,-118.21
20519,38.58,-121.53
58,37.82,-122.28
12548,38.55,-121.48
9740,36.74,-121.64
5284,34.05,-118.47
8845,34.08,-118.39
18041,37.22,-121.98
19268,38.43,-122.74
18774,40.47,-122.31
530,37.78,-122.26
19163,38.33,-122.67
10084,39.35,-120.19
7142,34.02,-118.13
17281,34.42,-119.73
3382,34.25,-118.27
10337,33.8,-117.81
16616,35.38,-120.85
8724,33.83,-118.36
904,37.54,-121.99
5948,34.15,-117.87
18913,38.15,-122.25
16282,37.93,-121.29
13463,34.13,-117.37
11445,33.66,-117.98
3136,34.99,-117.68
2951,35.35,-119.01
18777,40.45,-122.24
2374,36.7,-119.57
1346,38.0,-121.9
1406,37.95,-122.05
953,37.71,-121.96
3144,35.05,-118.19
2641,40.55,-124.09
14869,32.63,-117.09
8757,33.81,-118.37
8808,33.71,-118.39
4304,34.09,-118.3
6108,34.13,-117.88
16078,37.73,-122.49
3392,34.28,-118.31
13982,35.13,-117.28
16007,37.74,-122.45
11771,38.75,-121.31
13305,34.09,-117.62
8258,33.77,-118.18
751,37.67,-122.07
10359,33.58,-117.66
1924,38.85,-120.71
9383,37.91,-122.5
16925,37.58,-122.31
6434,34.11,-118.01
16807,37.66,-122.41
11071,33.83,-117.85
2477,36.16,-120.1
11592,33.78,-118.04
9959,38.34,-122.28
1975,38.57,-120.72
20328,34.24,-119.09
1616,37.85,-122.12
12416,33.73,-116.22
3171,36.44,-119.57
10836,33.68,-117.93
8166,33.8,-118.13
3948,34.2,-118.61
13822,34.49,-117.21
11102,33.85,-117.88
12911,38.62,-121.31
9317,37.99,-122.49
9683,37.63,-118.99
18281,37.34,-122.08
1323,38.03,-121.88
6818,34.08,-118.08
1942,38.65,-120.93
11726,39.24,-120.02
20396,34.23,-118.85
10215,33.87,-117.9
19211,38.46,-122.71
4137,34.12,-118.18
3586,34.23,-118.53
15076,32.81,-116.99
7476,33.93,-118.2
17953,37.33,-121.98
7693,33.97,-118.12
7797,33.9,-118.07
19848,36.4,-119.18
10395,33.54,-117.67
16476,38.13,-121.27
3522,34.27,-118.5
13285,34.07,-117.68
11863,40.31,-121.24
16234,37.97,-121.31
13164,36.84,-121.38
18895,38.12,-122.24
20515,38.56,-121.53
13256,34.12,-117.65
5781,34.16,-118.24
3535,34.27,-118.55
6006,34.07,-117.75
16328,38.02,-121.33
10039,39.21,-121.03
7327,33.97,-118.17
9241,36.93,-119.87
18954,38.26,-122.06
12103,33.98,-117.33
14797,32.57,-117.1
14295,32.72,-117.13
587,37.71,-122.11
18617,37.04,-122.04
14272,32.7,-117.12
15180,33.03,-117.08
14154,32.77,-117.07
1160,39.52,-121.53
14488,32.86,-117.25
6177,34.08,-117.91
4597,34.05,-118.28
8397,33.95,-118.36
12846,38.68,-121.37
16415,37.88,-121.26
17007,37.54,-122.29
3896,34.21,-118.5
7843,33.9,-118.18
15595,33.19,-116.37
16920,37.57,-122.33
9597,37.31,-120.46
816,37.62,-122.04
4745,34.05,-118.35
17208,34.43,-119.72
15478,33.16,-117.15
1710,37.99,-122.31
347,37.75,-122.17
13532,34.18,-117.34
16762,37.68,-122.49
15463,33.16,-117.23
14059,32.75,-117.13
7389,33.97,-118.25
6853,34.07,-118.16
6568,34.2,-118.15
17078,37.48,-122.2
18798,40.95,-122.07
2023,36.72,-119.79
11934,33.93,-117.41
15196,32.91,-117.09
11686,33.88,-117.99
9876,36.6,-121.85
9944,38.16,-122.26
9713,36.67,-121.67
7583,33.91,-118.22
14419,32.8,-117.21
8784,33.78,-118.31
15803,37.76,-122.44
16255,37.98,-121.25
2784,37.4,-118.43
10376,33.64,-117.62
15814,37.76,-122.42
4512,34.03,-118.19
8505,33.88,-118.3
2210,36.8,-119.85
2456,36.57,-119.67
9573,37.35,-120.6
4258,34.11,-118.34
12046,33.88,-117.52
17676,37.32,-121.84
1019,37.67,-121.78
5118,33.97,-118.28
4152,34.12,-118.21
4146,34.13,-118.2
7103,33.89,-118.0
17572,37.32,-121.92
8721,33.83,-118.36
11467,33.66,-117.99
13760,34.03,-117.17
13752,34.05,-117.16
1143,39.83,-121.5
5129,33.98,-118.27
11164,33.82,-118.0
11886,33.99,-117.37
13345,34.05,-117.64
5763,34.16,-118.29
1311,37.99,-121.84
15829,37.75,-122.43
13725,34.07,-117.19
672,37.7,-122.16
17298,34.4,-119.51
14490,32.85,-117.24
8435,33.92,-118.37
14711,32.78,-117.08
15228,33.07,-117.2
20190,34.26,-119.17
14936,32.63,-117.01
20502,34.33,-118.68
1074,39.75,-121.82
6283,34.03,-117.93
11800,38.9,-121.29
4780,34.04,-118.32
282,37.77,-122.13
772,37.66,-122.1
8526,33.89,-118.33
9408,37.89,-122.54
12253,33.73,-117.02
9183,34.41,-118.55
5477,34.0,-118.45
6044,34.05,-117.74
4548,34.02,-118.21
2639,40.59,-124.14
2937,35.36,-118.99
3745,34.16,-118.4
10610,33.68,-117.78
18825,41.86,-122.33
2881,35.38,-118.99
19270,38.45,-122.76
19290,38.42,-122.84
12135,33.9,-117.22
1165,39.51,-121.55
12314,33.46,-116.76
11265,33.79,-117.98
1614,37.86,-122.09
15267,33.04,-117.29
5024,33.99,-118.32
6151,34.09,-117.96
8617,33.87,-118.39
2193,36.8,-119.99
3490,34.28,-118.46
16951,37.52,-122.34
18987,38.37,-121.94
15597,32.65,-116.45
15981,37.75,-122.46
19467,37.68,-120.97
20588,39.15,-121.59
9136,34.41,-118.4
7861,33.9,-118.14
5919,34.28,-118.44
9336,38.01,-122.65
16229,37.97,-121.33
17886,37.39,-121.96
14129,32.75,-117.09
18004,37.29,-121.99
9900,38.29,-122.27
607,37.69,-122.08
3125,35.22,-117.76
16843,37.63,-122.44
286,37.78,-122.18
15545,33.08,-117.08
15655,37.79,-122.41
18586,36.95,-121.79
19293,38.4,-122.83
8350,33.96,-118.32
13578,34.13,-117.28
14384,32.74,-117.24
16864,37.62,-122.4
19326,38.5,-122.94
8306,33.75,-118.12
11495,33.7,-118.03
3180,36.31,-119.78
6482,34.09,-118.02
4601,34.05,-118.27
19778,39.93,-122.18
11519,33.73,-118.07
11876,34.01,-117.37
19060,38.16,-122.41
13474,34.08,-117.36
20476,34.26,-118.74
11559,33.76,-117.98
18594,37.11,-122.09
3868,34.16,-118.45
16414,37.9,-121.24
4784,34.03,-118.32
3024,35.14,-119.46
15378,33.36,-117.24
9261,36.97,-120.04
3575,34.23,-118.52
11426,33.7,-117.98
10984,33.75,-117.82
3665,34.22,-118.37
4987,34.0,-118.31
16072,37.75,-122.49
1122,39.76,-121.57
3551,34.23,-118.66
16444,38.13,-121.3
18019,37.24,-121.95
4733,34.05,-118.36
6570,34.21,-118.15
11561,33.76,-117.99
17290,34.43,-119.64
15580,33.02,-116.86
4992,33.99,-118.31
17621,37.27,-121.94
6788,34.09,-118.15
13445,34.07,-117.45
11075,33.81,-117.85
13325,34.06,-117.63
10497,33.51,-117.67
18519,36.97,-122.04
4263,34.1,-118.33
20088,38.04,-120.25
13783,34.03,-117.06
4520,34.04,-118.2
7744,33.94,-118.16
5629,33.77,-118.3
11817,38.97,-121.05
15050,32.83,-116.85
14516,32.91,-117.12
2727,32.79,-115.54
539,37.78,-122.29
14407,32.77,-117.25
11452,33.68,-117.97
6262,34.04,-117.96
6943,33.98,-118.08
3781,34.16,-118.39
1764,37.95,-122.33
2222,36.82,-119.83
19304,38.35,-122.76
7688,33.95,-118.1
18548,36.97,-122.02
16348,38.03,-121.35
18946,38.3,-122.03
10972,33.76,-117.84
1158,39.53,-121.53
1176,39.5,-121.55
2667,33.12,-115.51
14141,32.74,-117.08
1162,39.51,-121.52
15907,37.74,-122.42
94,37.8,-122.27
9560,37.36,-120.6
3816,34.19,-118.49
9798,36.55,-121.91
6039,34.07,-117.73
12403,33.69,-116.25
14038,32.75,-117.14
998,37.69,-121.8
2538,40.8,-124.17
17244,34.43,-119.67
4133,34.13,-118.22
6128,34.11,-117.97
12575,38.53,-121.42
1087,39.72,-121.83
20051,35.99,-119.28
4,37.85,-122.25
13389,34.1,-117.58
12840,38.66,-121.43
8471,33.91,-118.32
18165,37.35,-122.02
8796,33.77,-118.41
13139,38.43,-121.44
17624,37.26,-121.95
14912,32.61,-117.05
15504,33.08,-117.25
24,37.84,-122.27
6494,34.08,-118.01
2243,36.82,-119.79
19837,36.52,-119.28
1170,39.51,-121.58
10263,33.87,-117.85
18753,40.69,-122.38
7577,33.89,-118.22
743,37.67,-122.11
20365,34.18,-118.92
9537,37.41,-120.79
14515,32.89,-117.16
5888,34.15,-118.33
10343,33.61,-117.66
21,37.85,-122.27
14504,32.87,-117.22
3146,35.16,-118.51
6377,34.15,-118.02
2848,35.4,-118.96
255,37.77,-122.21
9350,37.97,-122.57
19668,37.5,-120.83
17877,37.4,-122.02
11573,33.77,-118.0
9106,34.62,-118.02
4686,34.07,-118.35
14511,32.91,-117.15
15386,33.32,-117.03
1718,37.99,-122.34
19691,39.12,-121.62
2158,36.77,-119.81
4312,34.09,-118.33
7965,33.86,-118.19
20164,34.45,-119.28
3925,34.18,-118.56
1224,38.2,-120.57
8309,33.77,-118.11
9072,34.7,-118.14
7600,33.89,-118.25
7552,33.91,-118.18
14037,32.75,-117.14
19055,38.13,-121.73
1366,38.01,-122.13
5946,34.14,-117.85
10833,33.69,-117.93
13204,34.05,-117.69
16299,37.92,-121.25
9161,34.42,-118.49
4568,34.06,-118.26
5806,34.14,-118.26
14169,32.76,-117.06
6462,34.1,-118.06
8406,33.94,-118.36
7023,33.98,-118.1
14661,32.8,-117.13
14633,32.79,-117.2
17173,37.41,-122.29
4675,34.07,-118.35
13154,36.81,-121.5
5723,34.18,-118.23
3719,34.19,-118.42
1326,38.02,-121.89
12275,33.96,-116.97
4967,34.01,-118.29
3372,34.26,-118.29
18501,37.19,-121.59
3018,35.07,-119.45
16508,37.8,-121.1
14754,32.56,-117.05
3430,34.26,-118.43
1583,37.87,-121.97
5328,34.04,-118.45
4500,34.05,-118.21
7807,33.89,-118.09
14595,32.82,-117.16
3889,34.22,-118.56
15732,37.78,-122.44
3304,38.96,-122.63
19589,37.58,-120.83
16329,38.02,-121.34
15510,33.15,-117.07
1888,38.92,-119.98
11345,33.75,-117.92
18478,37.1,-121.63
7757,33.91,-118.13
17183,37.51,-122.5
12132,33.92,-117.22
3307,38.95,-122.64
19116,38.23,-122.65
2531,39.51,-122.2
3046,35.5,-119.28
563,37.75,-122.24
762,37.65,-122.08
20531,38.58,-121.81
1006,37.69,-121.75
8491,33.9,-118.3
17178,37.51,-122.47
487,37.86,-122.26
15171,33.02,-117.07
8761,33.82,-118.38
7128,34.02,-118.09
10737,33.61,-117.91
16610,35.56,-120.29
13289,34.06,-117.66
14291,32.73,-117.13
14216,32.68,-117.05
2073,36.76,-119.83
2223,36.82,-119.82
16309,38.01,-121.34
10025,39.27,-121.23
2850,35.38,-118.96
164,37.8,-122.25
1028,38.45,-120.55
2773,33.28,-115.95
19168,38.4,-122.71
7488,33.92,-118.22
19262,38.44,-122.73
2777,33.36,-115.73
17949,37.34,-121.96
8600,33.87,-118.37
4437,34.09,-118.2
10665,33.61,-117.87
9536,37.43,-120.79
3276,39.05,-122.91
6268,34.05,-117.94
199,37.78,-122.23
4104,34.13,-118.35
15752,37.77,-122.44
19631,37.53,-120.88
20512,38.59,-121.55
7453,33.92,-118.17
11430,33.66,-117.97
4799,34.03,-118.36
14662,32.8,-117.13
2330,36.82,-119.72
19698,39.11,-121.62
11491,33.7,-117.99
13848,34.48,-117.36
12906,38.61,-121.34
5483,33.99,-118.46
3428,34.27,-118.42
13574,34.14,-117.29
7421,33.96,-118.2
19407,37.74,-120.91
10718,33.65,-117.83
7709,33.95,-118.14
4628,34.06,-118.31
19569,37.6,-120.94
10909,33.74,-117.86
1825,37.93,-122.32
13308,34.08,-117.61
1523,37.9,-122.08
6427,34.12,-117.99
6441,34.1,-118.03
1763,37.95,-122.34
7950,33.86,-118.15
17309,34.39,-119.59
4730,34.05,-118.36
16334,38.04,-121.36
996,37.74,-121.77
19119,38.2,-122.66
16593,37.73,-121.42
18345,37.43,-122.14
16379,38.02,-121.3
14197,32.71,-117.03
15227,33.05,-117.24
12947,38.64,-121.28
17379,34.96,-120.41
14238,32.71,-117.09
14453,32.84,-117.28
14542,32.92,-117.15
2600,41.11,-123.63
7401,33.96,-118.24
18711,40.59,-122.42
7803,33.9,-118.1
17934,37.35,-121.95
8230,33.77,-118.2
10411,33.65,-117.6
19687,39.13,-121.63
4498,34.05,-118.21
16300,37.92,-121.23
6051,34.04,-117.75
6536,34.04,-118.06
18889,38.1,-122.23
19196,38.44,-122.7
3261,39.17,-122.91
12861,38.7,-121.38
2638,40.59,-124.14
4477,34.07,-118.18
8092,33.82,-118.22
8776,33.8,-118.32
1681,38.03,-122.36
10928,33.75,-117.9
20342,34.23,-119.04
13014,38.69,-121.17
3514,34.26,-118.49
9330,37.96,-122.5
6776,34.12,-118.15
6573,34.19,-118.16
5761,34.18,-118.29
5462,33.99,-118.47
19209,38.46,-122.71
18495,37.01,-121.57
18572,36.91,-121.75
9532,37.47,-120.68
15651,37.79,-122.41
2984,35.34,-119.01
4550,34.05,-118.23
11982,33.98,-117.47
18315,37.44,-122.12
14174,32.75,-117.06
707,37.68,-122.05
19052,38.25,-121.76
14762,32.54,-117.04
16203,37.94,-121.28
2591,40.88,-124.09
5945,34.14,-117.85
8878,34.04,-118.5
10904,33.75,-117.86
20398,34.22,-118.86
5233,33.94,-118.24
10006,39.03,-121.06
10209,33.88,-117.92
15525,33.14,-117.05
9308,37.98,-122.54
12694,38.56,-121.4
3168,35.26,-118.92
18547,36.97,-122.02
1730,37.98,-122.35
7310,33.99,-118.19
10925,33.75,-117.89
20418,34.19,-118.86
5752,34.17,-118.27
13005,38.68,-121.28
17721,37.33,-121.79
6265,34.05,-117.94
6626,34.18,-118.14
14631,32.81,-117.21
17712,37.34,-121.8
5938,34.14,-117.9
8754,33.82,-118.36
19457,37.67,-120.93
16123,37.78,-122.47
16126,37.79,-122.47
14611,32.8,-117.18
406,37.9,-122.27
10913,33.73,-117.86
18590,37.05,-122.11
9788,35.91,-120.51
9196,37.21,-119.45
15303,33.17,-117.36
8162,33.82,-118.13
2681,32.99,-115.54
10954,33.76,-117.88
1399,37.96,-122.08
12600,38.54,-121.48
2229,36.84,-119.77
12360,33.88,-116.53
1147,39.55,-121.19
3704,34.19,-118.37
11776,38.76,-121.28
6411,34.12,-118.02
16468,38.12,-121.27
17418,34.64,-120.47
9171,34.43,-118.66
2364,36.72,-119.59
1360,38.05,-121.98
